order_id,clinic_id,product_id,product_name_x,category_x,order_date,quantity,delivered_to,delivery_time,current_stock,order_date_clean,stock_risk,total_qty,classification,product_name_y,category_id,category_y,cost_price,selling_price,shelf_life,cost_price_flagged,selling_price_flagged,revenue
Y1Z9G3,Cl_80,P1,Ureka Elite Dental Chair,dental_chair,1/31/2025,5,Kolhapur,6,4,1/31/2025,0.730769231,104,Slow_Moving,Ureka Elite Dental Chair,C_1,Dental_Chair,220000,380000,8,Normal,Normal,1900000
R3M7T7,Cl_21,P1,Ureka Elite Dental Chair,dental_chair,6/23/2021,3,Thane,6,5,6/23/2021,0.913461538,104,Slow_Moving,Ureka Elite Dental Chair,C_1,Dental_Chair,220000,380000,8,Normal,Normal,1140000
B5M5K0,Cl_36,P10,Anthos A7 plus,dental_chair,7/3/2023,2,Malappuram,6,5,7/3/2023,0.921052632,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,1800000
Y7X0E8,Cl_95,P10,Anthos A7 plus,dental_chair,3/14/2022,5,Sangli,10,5,3/14/2022,0.921052632,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,4500000
X4O9S3,Cl_49,P10,Anthos A7 plus,dental_chair,11/12/2025,9,Jalgaon,10,3,11/12/2025,0.552631579,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,8100000
D5P2C9,Cl_33,P10,Anthos A7 plus,dental_chair,7/18/2025,3,Agra,3,4,7/18/2025,0.736842105,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,2700000
Q9C3L8,Cl_6,P10,Anthos A7 plus,dental_chair,3/15/2024,1,Indore,6,2,3/15/2024,0.368421053,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,900000
X4C9W7,Cl_39,P10,Anthos A7 plus,dental_chair,5/30/2025,10,Salem,4,4,5/30/2025,0.736842105,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,9000000
S9J4Q0,Cl_75,P10,Anthos A7 plus,dental_chair,10/3/2021,6,Nandagaon,9,3,10/3/2021,0.552631579,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,5400000
O1W2W4,Cl_38,P10,Anthos A7 plus,dental_chair,7/19/2025,6,Navasari-Gujarat,6,4,7/19/2025,0.736842105,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,5400000
Z6I9D5,Cl_84,P10,Anthos A7 plus,dental_chair,3/30/2023,1,Vasant Kunj,4,5,3/30/2023,0.921052632,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,900000
F9K2L7,Cl_13,P10,Anthos A7 plus,dental_chair,5/16/2024,1,Kurla,10,3,5/16/2024,0.552631579,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,900000
Y8M4R2,Cl_92,P10,Anthos A7 plus,dental_chair,6/12/2023,6,Ghaziabad,6,5,6/12/2023,0.921052632,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,5400000
K8I3X9,Cl_10,P10,Anthos A7 plus,dental_chair,12/12/2020,9,Kannur,5,2,12/12/2020,0.368421053,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,8100000
D9M2L5,Cl_74,P10,Anthos A7 plus,dental_chair,1/9/2023,1,Palakkad,4,4,1/9/2023,0.736842105,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,900000
O6M0B3,Cl_49,P10,Anthos A7 plus,dental_chair,2/15/2025,9,Jalgaon,9,3,2/15/2025,0.552631579,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,8100000
F6P5W2,Cl_20,P10,Anthos A7 plus,dental_chair,7/28/2022,5,Kozhikode,5,4,7/28/2022,0.736842105,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,4500000
M8O5K3,Cl_43,P10,Anthos A7 plus,dental_chair,1/13/2020,6,Alappuzha,2,3,1/13/2020,0.552631579,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,5400000
W1M1O7,Cl_73,P10,Anthos A7 plus,dental_chair,12/8/2025,6,Kannur,8,4,12/8/2025,0.736842105,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,5400000
K4U4Z9,Cl_76,P10,Anthos A7 plus,dental_chair,1/3/2024,7,Durgapur,10,3,1/3/2024,0.552631579,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,6300000
K7D8R3,Cl_54,P10,Anthos A7 plus,dental_chair,4/4/2025,7,Varanasi,10,2,4/4/2025,0.368421053,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,6300000
K0D0N9,Cl_84,P10,Anthos A7 plus,dental_chair,5/27/2022,6,Vasant Kunj,6,2,5/27/2022,0.368421053,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,5400000
J4K5M1,Cl_13,P10,Anthos A7 plus,dental_chair,8/31/2020,8,Kurla,9,4,8/31/2020,0.736842105,114,Slow_Moving,Anthos A7 plus,C_1,Dental_Chair,500000,900000,8,Normal,Normal,7200000
E1L3K0,Cl_33,P100,NSKViva Ace,physiodispensor unit,2/20/2025,9,Agra,2,8,2/20/2025,1.226666667,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,3051819
Y1T1N5,Cl_81,P100,NSKViva Ace,physiodispensor unit,6/2/2024,1,Hyderabad,8,3,6/2/2024,0.46,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,339091
G1J3Q1,Cl_24,P100,NSKViva Ace,physiodispensor unit,9/28/2023,10,Pune,10,3,9/28/2023,0.46,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,3390910
M5H3M3,Cl_90,P100,NSKViva Ace,physiodispensor unit,8/31/2025,7,Rourkela,9,5,8/31/2025,0.766666667,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,2373637
T3W0B9,Cl_89,P100,NSKViva Ace,physiodispensor unit,3/1/2024,4,Kottayam,8,3,3/1/2024,0.46,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,1356364
A5K5X2,Cl_50,P100,NSKViva Ace,physiodispensor unit,7/23/2025,6,Raipur,5,5,7/23/2025,0.766666667,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,2034546
L2C4V4,Cl_79,P100,NSKViva Ace,physiodispensor unit,2/25/2022,7,Rewari,7,2,2/25/2022,0.306666667,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,2373637
V1B5O9,Cl_6,P100,NSKViva Ace,physiodispensor unit,10/8/2023,9,Indore,5,6,10/8/2023,0.92,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,3051819
E1I7O9,Cl_42,P100,NSKViva Ace,physiodispensor unit,9/14/2025,6,Sri Ganganagar,7,6,9/14/2025,0.92,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,2034546
H7S2C9,Cl_75,P100,NSKViva Ace,physiodispensor unit,5/29/2023,9,Nandagaon,8,2,5/29/2023,0.306666667,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,3051819
N8U5H6,Cl_91,P100,NSKViva Ace,physiodispensor unit,6/16/2022,5,Nagercoil,6,4,6/16/2022,0.613333333,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,1695455
T3X4V4,Cl_7,P100,NSKViva Ace,physiodispensor unit,9/20/2020,5,Muzzaffar Nagar,9,4,9/20/2020,0.613333333,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,1695455
D8T2D2,Cl_43,P100,NSKViva Ace,physiodispensor unit,4/29/2025,2,Alappuzha,3,8,4/29/2025,1.226666667,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,678182
F0H1T4,Cl_34,P100,NSKViva Ace,physiodispensor unit,5/21/2020,8,Yamuna Nagar,7,7,5/21/2020,1.073333333,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,2712728
U7J8Q2,Cl_86,P100,NSKViva Ace,physiodispensor unit,1/17/2022,5,Calicut,4,8,1/17/2022,1.226666667,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,1695455
D5L1A8,Cl_88,P100,NSKViva Ace,physiodispensor unit,11/30/2021,10,Ambala,6,7,11/30/2021,1.073333333,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,3390910
G2S2E8,Cl_90,P100,NSKViva Ace,physiodispensor unit,5/2/2023,7,Rourkela,7,3,5/2/2023,0.46,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,2373637
C1W0I1,Cl_63,P100,NSKViva Ace,physiodispensor unit,6/13/2022,7,Jalna,4,4,6/13/2022,0.613333333,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,2373637
K8A7L8,Cl_41,P100,NSKViva Ace,physiodispensor unit,1/19/2022,9,Nerul,5,4,1/19/2022,0.613333333,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,3051819
U6V1J3,Cl_18,P100,NSKViva Ace,physiodispensor unit,2/16/2021,5,Rajkot,6,6,2/16/2021,0.92,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,1695455
B0F8U2,Cl_4,P100,NSKViva Ace,physiodispensor unit,4/3/2021,4,Raipur,7,8,4/3/2021,1.226666667,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,1356364
C3F5N0,Cl_71,P100,NSKViva Ace,physiodispensor unit,7/7/2023,6,Gurugram,2,3,7/7/2023,0.46,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,2034546
E9G8D1,Cl_71,P100,NSKViva Ace,physiodispensor unit,3/10/2022,9,Gurugram,6,4,3/10/2022,0.613333333,150,Slow_Moving,NSKViva Ace,C_10,Physiodispensor Unit,127636,339091,8,Normal,Normal,3051819
F2Z0O7,Cl_39,P101,Helios 680 Intraoral Scanner,intraoral scanner,12/8/2023,4,Salem,9,3,12/8/2023,0.594339623,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,1635620
J6Z8L0,Cl_98,P101,Helios 680 Intraoral Scanner,intraoral scanner,1/22/2023,4,Noida,3,2,1/22/2023,0.396226415,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,1635620
J7C7G2,Cl_64,P101,Helios 680 Intraoral Scanner,intraoral scanner,6/19/2025,9,Chandigarh,4,1,6/19/2025,0.198113208,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,3680145
W2Q6Z3,Cl_48,P101,Helios 680 Intraoral Scanner,intraoral scanner,7/14/2022,3,Nashik,6,1,7/14/2022,0.198113208,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,1226715
E2U4O9,Cl_66,P101,Helios 680 Intraoral Scanner,intraoral scanner,12/19/2024,5,Bhopal,8,4,12/19/2024,0.79245283,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,2044525
T5U8R3,Cl_24,P101,Helios 680 Intraoral Scanner,intraoral scanner,6/4/2022,2,Pune,9,3,6/4/2022,0.594339623,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,817810
F0I4Y8,Cl_73,P101,Helios 680 Intraoral Scanner,intraoral scanner,8/15/2025,6,Kannur,6,2,8/15/2025,0.396226415,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,2453430
H1H1I1,Cl_44,P101,Helios 680 Intraoral Scanner,intraoral scanner,4/8/2023,1,Bhuj,5,3,4/8/2023,0.594339623,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,408905
R5E0C7,Cl_88,P101,Helios 680 Intraoral Scanner,intraoral scanner,8/8/2021,9,Ambala,5,2,8/8/2021,0.396226415,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,3680145
B5Q7G1,Cl_63,P101,Helios 680 Intraoral Scanner,intraoral scanner,9/22/2025,9,Jalna,8,1,9/22/2025,0.198113208,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,3680145
O8W6D7,Cl_61,P101,Helios 680 Intraoral Scanner,intraoral scanner,10/25/2021,4,Jaipur-Rajasthan,10,3,10/25/2021,0.594339623,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,1635620
Y3R9D0,Cl_66,P101,Helios 680 Intraoral Scanner,intraoral scanner,10/4/2021,3,Bhopal,8,2,10/4/2021,0.396226415,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,1226715
M2H6C3,Cl_30,P101,Helios 680 Intraoral Scanner,intraoral scanner,12/5/2022,8,Rajkot,7,3,12/5/2022,0.594339623,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,3271240
C6S9S3,Cl_69,P101,Helios 680 Intraoral Scanner,intraoral scanner,5/22/2020,5,Salem,8,4,5/22/2020,0.79245283,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,2044525
L7Z7T1,Cl_37,P101,Helios 680 Intraoral Scanner,intraoral scanner,12/24/2021,1,Belgaum,5,3,12/24/2021,0.594339623,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,408905
Y6S2E9,Cl_10,P101,Helios 680 Intraoral Scanner,intraoral scanner,3/20/2021,5,Kannur,9,3,3/20/2021,0.594339623,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,2044525
N2T4N0,Cl_96,P101,Helios 680 Intraoral Scanner,intraoral scanner,8/25/2023,8,Guwahati,4,3,8/25/2023,0.594339623,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,3271240
S5I4C5,Cl_14,P101,Helios 680 Intraoral Scanner,intraoral scanner,5/18/2021,8,Okhla,2,2,5/18/2021,0.396226415,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,3271240
M4J6N4,Cl_22,P101,Helios 680 Intraoral Scanner,intraoral scanner,12/24/2020,1,Kannur,5,3,12/24/2020,0.594339623,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,408905
T6D9H5,Cl_83,P101,Helios 680 Intraoral Scanner,intraoral scanner,12/20/2022,4,Vile Parle,5,1,12/20/2022,0.198113208,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,1635620
K2W7I9,Cl_41,P101,Helios 680 Intraoral Scanner,intraoral scanner,9/24/2020,7,Nerul,9,4,9/24/2020,0.79245283,106,Slow_Moving,Helios 680 Intraoral Scanner,C_11,Intraoral Scanner,321952,408905,5,Normal,Normal,2862335
O0V5N2,Cl_95,P102,Trios 5 IntraoralScanner,intraoral scanner,12/21/2022,4,Sangli,5,3,12/21/2022,0.547445255,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,1822792
N7O2Y7,Cl_72,P102,Trios 5 IntraoralScanner,intraoral scanner,3/13/2022,9,Kottayam,6,4,3/13/2022,0.729927007,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,4101282
K5D7X1,Cl_52,P102,Trios 5 IntraoralScanner,intraoral scanner,5/26/2022,7,Malappuram,7,1,5/26/2022,0.182481752,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,3189886
V6W9M3,Cl_10,P102,Trios 5 IntraoralScanner,intraoral scanner,5/12/2024,10,Kannur,5,4,5/12/2024,0.729927007,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,4556980
O0E6Q9,Cl_79,P102,Trios 5 IntraoralScanner,intraoral scanner,2/25/2023,8,Rewari,7,4,2/25/2023,0.729927007,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,3645584
D7D0D9,Cl_47,P102,Trios 5 IntraoralScanner,intraoral scanner,8/14/2020,1,Pune,9,2,8/14/2020,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,455698
Z7S4B0,Cl_85,P102,Trios 5 IntraoralScanner,intraoral scanner,11/4/2025,10,Kottayam,6,2,11/4/2025,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,4556980
M9T8Q3,Cl_81,P102,Trios 5 IntraoralScanner,intraoral scanner,6/25/2020,6,Hyderabad,5,2,6/25/2020,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,2734188
F5O5L4,Cl_35,P102,Trios 5 IntraoralScanner,intraoral scanner,3/10/2022,1,Mumbai,9,1,3/10/2022,0.182481752,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,455698
A6Q9S5,Cl_89,P102,Trios 5 IntraoralScanner,intraoral scanner,3/28/2020,10,Kottayam,6,2,3/28/2020,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,4556980
K5R2K7,Cl_9,P102,Trios 5 IntraoralScanner,intraoral scanner,1/1/2025,8,Bargarh,4,2,1/1/2025,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,3645584
R7A2E2,Cl_25,P102,Trios 5 IntraoralScanner,intraoral scanner,8/23/2020,9,Boriwali,4,4,8/23/2020,0.729927007,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,4101282
T2S3Q7,Cl_70,P102,Trios 5 IntraoralScanner,intraoral scanner,6/12/2023,7,Dehradun,3,1,6/12/2023,0.182481752,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,3189886
T9J8O4,Cl_62,P102,Trios 5 IntraoralScanner,intraoral scanner,9/10/2022,2,Mumbai,4,3,9/10/2022,0.547445255,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,911396
R2C6Y5,Cl_77,P102,Trios 5 IntraoralScanner,intraoral scanner,1/13/2025,7,Malappuram,8,3,1/13/2025,0.547445255,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,3189886
K5P3P7,Cl_99,P102,Trios 5 IntraoralScanner,intraoral scanner,8/8/2024,1,Malappuram,10,3,8/8/2024,0.547445255,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,455698
G3Z3N1,Cl_29,P102,Trios 5 IntraoralScanner,intraoral scanner,11/6/2025,3,Ropar,6,1,11/6/2025,0.182481752,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,1367094
B4K0N3,Cl_8,P102,Trios 5 IntraoralScanner,intraoral scanner,12/29/2022,1,Rajkot,9,2,12/29/2022,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,455698
U8K5B1,Cl_97,P102,Trios 5 IntraoralScanner,intraoral scanner,2/22/2023,7,Seawood,6,2,2/22/2023,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,3189886
Z6T2O9,Cl_72,P102,Trios 5 IntraoralScanner,intraoral scanner,9/2/2025,1,Kottayam,8,2,9/2/2025,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,455698
N0V6N5,Cl_46,P102,Trios 5 IntraoralScanner,intraoral scanner,9/6/2023,2,Lakhimpur-Up,9,2,9/6/2023,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,911396
K4L8K0,Cl_76,P102,Trios 5 IntraoralScanner,intraoral scanner,3/22/2024,9,Durgapur,9,4,3/22/2024,0.729927007,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,4101282
V4D1P0,Cl_94,P102,Trios 5 IntraoralScanner,intraoral scanner,3/14/2022,10,Pune,5,3,3/14/2022,0.547445255,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,4556980
E7K7M5,Cl_12,P102,Trios 5 IntraoralScanner,intraoral scanner,6/16/2024,2,Varanasi,5,2,6/16/2024,0.364963504,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,911396
A4F7W5,Cl_52,P102,Trios 5 IntraoralScanner,intraoral scanner,5/5/2025,2,Malappuram,6,3,5/5/2025,0.547445255,137,Slow_Moving,Trios 5 IntraoralScanner,C_11,Intraoral Scanner,318155,455698,5,Normal,Normal,911396
B8T2O2,Cl_92,P103,Trios 4 IntraoralScanner,intraoral scanner,10/29/2024,6,Ghaziabad,5,4,10/29/2024,0.845528455,123,Slow_Moving,Trios 4 IntraoralScanner,C_11,Intraoral Scanner,285947,421291,5,Normal,Normal,2527746
